Date,Open,High,Low,Close,Adj Close,Volume
2020-06-19,243.399994,245.300003,237.600006,237.600006,237.600006,1571117
2020-06-22,235.000000,237.600006,232.899994,235.800003,235.800003,495339
2020-06-23,238.899994,245.000000,238.199997,242.699997,242.699997,670771
2020-06-24,242.000000,242.399994,235.100006,235.699997,235.699997,647758
2020-06-25,234.800003,240.699997,232.000000,238.000000,238.000000,579942
2020-06-26,237.000000,239.199997,232.500000,233.000000,233.000000,697488
2020-06-29,231.899994,235.100006,228.800003,231.399994,231.399994,761998
2020-06-30,232.399994,235.399994,230.699997,233.600006,233.600006,627725
2020-07-01,229.899994,237.300003,229.199997,235.100006,235.100006,541284
2020-07-02,237.199997,246.000000,235.600006,244.600006,244.600006,878817
2020-07-03,245.000000,245.500000,240.699997,241.399994,241.399994,431536
2020-07-06,247.899994,249.100006,245.300003,247.899994,247.899994,557843
2020-07-07,245.600006,248.800003,240.699997,241.000000,241.000000,626165
2020-07-08,238.300003,239.199997,234.199997,236.500000,236.500000,633840
2020-07-09,237.300003,240.300003,234.500000,235.699997,235.699997,441217
2020-07-10,233.500000,235.800003,231.699997,235.600006,235.600006,507748
2020-07-13,239.600006,243.800003,237.600006,242.000000,242.000000,467938
2020-07-14,238.500000,239.600006,232.500000,234.800003,234.800003,572256
2020-07-15,236.899994,244.100006,236.399994,242.399994,242.399994,567626
2020-07-16,239.600006,240.899994,235.899994,238.500000,238.500000,570959
2020-07-17,240.000000,240.000000,235.800003,237.800003,237.800003,569342
2020-07-20,238.000000,242.300003,235.000000,242.199997,242.199997,427098
2020-07-21,245.899994,249.500000,245.000000,246.600006,246.600006,546399
2020-07-22,247.100006,249.100006,243.800003,245.000000,245.000000,365331
2020-07-23,246.199997,247.300003,242.899994,243.600006,243.600006,508799
2020-07-24,239.800003,240.399994,236.899994,239.100006,239.100006,401977
2020-07-27,238.800003,240.899994,234.500000,239.100006,239.100006,289135
2020-07-28,239.000000,241.100006,236.000000,238.899994,238.899994,326138
2020-07-29,238.500000,245.300003,236.399994,242.500000,242.500000,464178
2020-07-30,242.000000,242.800003,231.899994,234.199997,234.199997,682357
2020-07-31,233.899994,238.399994,231.199997,233.899994,233.899994,656479
2020-08-03,234.800003,239.800003,233.100006,238.500000,238.500000,445139
2020-08-04,239.800003,241.699997,233.800003,237.300003,237.300003,488071
2020-08-05,239.000000,242.199997,237.600006,239.800003,239.800003,508948
2020-08-06,243.000000,250.199997,241.500000,244.300003,244.300003,986147
2020-08-07,245.800003,249.399994,240.899994,249.399994,249.399994,561498
2020-08-10,251.800003,257.000000,249.600006,253.800003,253.800003,758657
2020-08-11,257.899994,266.299988,257.299988,263.299988,263.299988,793921
2020-08-12,262.200012,264.600006,258.500000,263.700012,263.700012,537268
2020-08-13,264.299988,270.899994,263.799988,268.200012,268.200012,570422
2020-08-14,267.100006,267.100006,262.500000,265.899994,265.899994,512540
2020-08-17,266.600006,268.600006,264.799988,268.600006,268.600006,361128
2020-08-18,266.899994,270.700012,265.700012,267.500000,267.500000,423762
2020-08-19,267.399994,267.500000,261.200012,261.600006,261.600006,640923
2020-08-20,259.000000,261.399994,257.799988,260.000000,260.000000,474382
2020-08-21,260.700012,261.700012,254.100006,258.500000,258.500000,555825
2020-08-24,260.500000,264.000000,258.399994,259.000000,259.000000,436269
2020-08-25,259.899994,261.600006,256.000000,256.299988,256.299988,543448
2020-08-26,254.000000,258.299988,252.800003,257.299988,257.299988,459729
2020-08-27,258.000000,258.799988,255.199997,255.600006,255.600006,491116
2020-08-28,253.500000,255.199997,251.100006,253.000000,253.000000,603196
2020-08-31,254.699997,259.200012,252.600006,254.600006,254.600006,523859
2020-09-01,255.000000,256.500000,250.199997,255.000000,255.000000,514459
2020-09-02,258.000000,267.399994,257.200012,266.500000,266.500000,756812
2020-09-03,269.000000,273.200012,265.299988,266.000000,266.000000,625550
2020-09-04,264.700012,269.500000,260.899994,262.700012,262.700012,638143
2020-09-07,264.299988,267.000000,263.100006,263.100006,263.100006,488703
2020-09-08,264.700012,265.299988,255.800003,260.000000,260.000000,582280
2020-09-09,260.000000,267.700012,258.799988,266.899994,266.899994,577653
2020-09-10,266.600006,273.299988,266.299988,272.000000,272.000000,568813
2020-09-11,272.500000,275.200012,270.700012,273.299988,273.299988,502559
2020-09-14,276.399994,278.899994,274.200012,275.799988,275.799988,383712
2020-09-15,275.899994,279.200012,275.899994,279.000000,279.000000,472788
2020-09-16,279.799988,284.500000,279.200012,282.899994,282.899994,632906
2020-09-17,277.799988,280.299988,275.899994,279.500000,279.500000,619970
2020-09-18,279.000000,282.700012,278.200012,279.600006,279.600006,1285851
2020-09-21,278.799988,280.200012,268.299988,271.200012,271.200012,763049
2020-09-22,270.899994,272.799988,269.899994,271.799988,271.799988,491399
2020-09-23,281.399994,290.000000,280.299988,283.799988,283.799988,792160
2020-09-24,281.000000,283.600006,276.299988,278.000000,278.000000,480117
2020-09-25,278.899994,279.700012,273.100006,278.500000,278.500000,461393
2020-09-28,282.399994,285.600006,280.100006,283.700012,283.700012,481503
2020-09-29,281.799988,282.899994,279.799988,281.200012,281.200012,290686
2020-09-30,279.100006,280.200012,276.100006,276.100006,276.100006,479427
2020-10-01,279.399994,281.100006,276.600006,278.899994,278.899994,404356
2020-10-02,276.500000,279.200012,274.799988,276.899994,276.899994,395373
2020-10-05,278.100006,279.600006,271.100006,273.500000,273.500000,431461
2020-10-06,273.000000,277.299988,272.000000,276.200012,276.200012,312178
2020-10-07,276.899994,280.100006,276.600006,277.100006,277.100006,311311
2020-10-08,278.799988,279.799988,275.799988,277.299988,277.299988,327518
2020-10-09,277.700012,282.899994,277.399994,282.500000,282.500000,444622
2020-10-12,283.600006,286.399994,281.399994,286.299988,286.299988,333383
2020-10-13,286.200012,286.500000,284.100006,286.500000,286.500000,293113
2020-10-14,286.200012,286.700012,283.500000,284.799988,284.799988,251996
2020-10-15,282.600006,283.299988,274.799988,277.000000,277.000000,536244
2020-10-16,278.899994,286.500000,278.600006,284.000000,284.000000,552130
2020-10-19,284.500000,286.600006,283.100006,284.100006,284.100006,305746
2020-10-20,284.000000,285.299988,281.200012,281.600006,281.600006,263818
2020-10-21,281.100006,281.500000,274.500000,274.500000,274.500000,433261
2020-10-22,270.399994,284.200012,270.100006,282.100006,282.100006,618056
2020-10-23,280.700012,284.899994,280.000000,281.799988,281.799988,367145
2020-10-26,278.899994,280.500000,272.899994,274.000000,274.000000,390949
2020-10-27,274.799988,275.200012,270.200012,272.899994,272.899994,546412
2020-10-28,265.799988,268.399994,254.699997,257.000000,257.000000,959468
2020-10-29,259.399994,264.000000,257.299988,258.799988,258.799988,680710
2020-10-30,254.500000,258.799988,253.500000,255.000000,255.000000,535545
2020-11-02,256.500000,261.299988,253.500000,260.000000,260.000000,521680
2020-11-03,262.000000,268.799988,261.000000,267.100006,267.100006,561234
2020-11-04,264.000000,269.299988,261.100006,269.299988,269.299988,704273
2020-11-05,272.000000,277.000000,271.299988,275.100006,275.100006,475070
2020-11-06,272.600006,278.000000,271.000000,277.399994,277.399994,441481
2020-11-09,284.600006,306.700012,282.600006,298.799988,298.799988,1621452
2020-11-10,291.000000,296.600006,276.299988,281.500000,281.500000,1268059
2020-11-11,278.500000,282.700012,270.000000,279.299988,279.299988,874114
2020-11-12,276.899994,282.000000,273.600006,274.000000,274.000000,592244
2020-11-13,272.500000,274.899994,268.600006,270.000000,270.000000,682084
2020-11-16,271.000000,279.200012,269.700012,275.100006,275.100006,782174
2020-11-17,276.700012,278.299988,273.500000,277.600006,277.600006,397871
2020-11-18,277.000000,286.500000,276.899994,284.200012,284.200012,733976
2020-11-19,282.000000,285.299988,280.600006,282.000000,282.000000,573537
2020-11-20,280.500000,283.000000,279.700012,280.500000,280.500000,627461
2020-11-23,282.899994,285.700012,280.000000,280.000000,280.000000,408854
2020-11-24,281.600006,282.200012,276.299988,279.200012,279.200012,559233
2020-11-25,280.600006,281.399994,272.500000,273.600006,273.600006,619527
2020-11-26,273.899994,275.100006,272.500000,274.700012,274.700012,296990
2020-11-27,274.100006,276.299988,271.200012,271.200012,271.200012,539112
2020-11-30,269.799988,273.100006,267.299988,267.299988,267.299988,1396967
2020-12-01,271.000000,273.399994,269.000000,272.799988,272.799988,493591
2020-12-02,270.200012,274.200012,267.799988,267.799988,267.799988,557912
2020-12-03,268.700012,275.700012,268.200012,273.799988,273.799988,489360
2020-12-04,274.000000,276.000000,272.600006,275.299988,275.299988,436057
2020-12-07,273.600006,279.799988,272.500000,279.799988,279.799988,466896
2020-12-08,278.399994,282.399994,277.500000,280.600006,280.600006,479298
2020-12-09,281.700012,285.000000,278.799988,285.000000,285.000000,688421
2020-12-10,285.000000,289.100006,284.500000,287.600006,287.600006,756908
2020-12-11,286.799988,287.799988,281.500000,283.299988,283.299988,580064
2020-12-14,285.000000,288.700012,283.700012,287.500000,287.500000,394527
2020-12-15,286.899994,290.600006,286.200012,290.200012,290.200012,404548
2020-12-16,292.000000,295.600006,287.000000,290.399994,290.399994,502841
2020-12-17,294.399994,299.299988,293.200012,295.000000,295.000000,618605
2020-12-18,294.399994,295.399994,289.700012,289.899994,289.899994,1030491
2020-12-21,286.899994,289.399994,280.000000,287.500000,287.500000,717154
2020-12-22,289.799988,293.500000,288.100006,293.500000,293.500000,361682
2020-12-23,293.700012,294.299988,290.500000,293.600006,293.600006,233813
2020-12-28,297.000000,299.299988,295.200012,299.299988,299.299988,291816
2020-12-29,301.100006,302.700012,298.600006,299.500000,299.500000,308570
2020-12-30,298.500000,300.200012,297.700012,297.899994,297.899994,211083
2021-01-04,300.000000,300.500000,293.000000,295.399994,295.399994,440364
2021-01-05,292.899994,295.399994,288.200012,289.600006,289.600006,436591
2021-01-06,290.700012,292.700012,286.799988,291.700012,291.700012,392602
2021-01-07,294.000000,294.100006,288.500000,288.500000,288.500000,362809
2021-01-08,292.299988,296.799988,292.000000,295.100006,295.100006,425762
2021-01-11,293.299988,294.799988,289.799988,291.899994,291.899994,386952
2021-01-12,292.299988,295.299988,287.799988,288.200012,288.200012,381804
2021-01-13,288.100006,289.399994,284.500000,286.799988,286.799988,406161
2021-01-14,290.000000,291.600006,288.500000,289.799988,289.799988,399626
2021-01-15,288.100006,288.100006,278.500000,281.799988,281.799988,811800
2021-01-18,279.700012,295.200012,279.500000,295.200012,295.200012,617525
2021-01-19,296.399994,296.799988,286.200012,286.200012,286.200012,457966
2021-01-20,288.700012,290.299988,284.799988,284.899994,284.899994,507867
2021-01-21,286.000000,287.600006,283.299988,285.100006,285.100006,433145
2021-01-22,284.000000,286.000000,278.000000,278.000000,278.000000,565791
2021-01-25,277.600006,277.600006,268.700012,269.000000,269.000000,651124
2021-01-26,269.000000,279.500000,269.000000,276.700012,276.700012,597745
2021-01-27,276.000000,276.799988,263.700012,270.700012,270.700012,859873
2021-01-28,268.100006,271.500000,265.600006,265.600006,265.600006,708559
2021-01-29,262.500000,265.299988,259.399994,262.000000,262.000000,779175
2021-02-01,264.500000,273.500000,264.000000,270.899994,270.899994,615633
2021-02-02,275.399994,279.100006,273.100006,278.500000,278.500000,590026
2021-02-03,279.899994,279.899994,274.200012,275.000000,275.000000,405362
2021-02-04,274.500000,278.299988,273.500000,274.600006,274.600006,426993
2021-02-05,274.600006,279.799988,274.500000,278.600006,278.600006,365690
2021-02-08,280.399994,281.799988,276.899994,278.500000,278.500000,394282
2021-02-09,279.000000,284.799988,278.799988,284.500000,284.500000,408142
2021-02-10,285.000000,286.000000,279.399994,279.399994,279.399994,533414
2021-02-11,284.000000,293.500000,283.500000,293.500000,293.500000,705357
2021-02-12,292.000000,293.100006,289.600006,291.899994,291.899994,377459
2021-02-15,293.399994,297.899994,291.899994,297.700012,297.700012,317399
2021-02-16,297.100006,297.700012,292.200012,295.299988,295.299988,427305
2021-02-17,294.200012,295.500000,290.500000,290.899994,290.899994,402457
2021-02-18,290.000000,293.000000,288.200012,288.799988,288.799988,401754
2021-02-19,290.000000,297.200012,289.899994,295.600006,295.600006,498887
2021-02-22,291.899994,294.700012,288.299988,291.100006,291.100006,410527
2021-02-23,294.500000,295.299988,286.000000,290.600006,290.600006,457528
2021-02-24,289.500000,294.500000,285.700012,288.700012,288.700012,417063
2021-02-25,290.600006,295.200012,289.899994,293.100006,293.100006,394967
2021-02-26,289.899994,293.000000,288.000000,288.899994,288.899994,504421
2021-03-01,293.500000,295.500000,292.200012,294.200012,294.200012,353839
2021-03-02,291.600006,293.200012,288.600006,290.200012,290.200012,427096
2021-03-03,290.000000,293.100006,286.600006,289.500000,289.500000,392201
2021-03-04,289.600006,289.600006,279.200012,279.200012,279.200012,617587
2021-03-05,278.100006,280.500000,271.500000,271.500000,271.500000,805911
2021-03-08,273.100006,282.000000,271.700012,280.200012,280.200012,702457
2021-03-09,281.399994,287.500000,279.799988,282.500000,282.500000,945890
2021-03-10,282.000000,306.799988,281.700012,290.299988,290.299988,1123135
2021-03-11,294.500000,301.200012,292.299988,300.000000,300.000000,682139
2021-03-12,299.100006,301.200012,295.899994,298.899994,298.899994,560959
2021-03-15,298.799988,298.899994,292.700012,292.799988,292.799988,501181
2021-03-16,294.000000,295.299988,287.500000,287.500000,287.500000,673727
2021-03-17,287.299988,289.399994,282.200012,285.000000,285.000000,619085
2021-03-18,285.500000,288.100006,284.299988,287.000000,287.000000,593750
2021-03-19,283.899994,286.500000,279.600006,281.000000,281.000000,1330384
2021-03-22,279.500000,282.899994,277.399994,278.000000,278.000000,561676
2021-03-23,276.500000,283.000000,273.799988,281.200012,281.200012,530372
2021-03-24,279.299988,283.399994,276.700012,278.799988,278.799988,418152
2021-03-25,273.100006,273.399994,259.700012,261.799988,261.799988,1743067
2021-03-26,266.899994,267.899994,259.399994,261.700012,261.700012,1447200
2021-03-29,261.600006,268.799988,261.600006,264.100006,264.100006,745636
2021-03-30,263.899994,265.200012,262.399994,265.000000,265.000000,684867
2021-03-31,265.500000,266.600006,263.700012,266.200012,266.200012,566359
2021-04-01,267.799988,271.899994,266.100006,270.750000,270.750000,496011
2021-04-06,276.000000,277.649994,272.200012,276.000000,276.000000,707653
2021-04-07,276.000000,276.000000,270.500000,270.500000,270.500000,522754
2021-04-08,271.799988,277.549988,270.750000,276.750000,276.750000,521307
2021-04-09,276.850006,282.350006,275.600006,280.000000,280.000000,744033
2021-04-12,281.950012,284.200012,280.649994,281.600006,281.600006,565495
